"ID Number,Student Name,Department,Year,Percentage,Local Hackathons Participated,Local Hackathons Won,Paper Presentations,National Level Hackathons participated,National Level Hackathons Won,Certifications,R&D Work Rating,Social Interactions,Paper Publications"
"21091A3286,Timothy Young,DS,4,1.24,9,7,0,4,5,23,2,1,21"
"21091A057,Shannon White,CSE,4,51.29,1,7,0,1,2,16,1,8,8"
"23091A0145,Rebecca Garcia,Civil,2,53.5,5,7,5,1,2,17,4,6,18"
"21091A3259,Justin Melton,DS,4,65.7,8,8,6,1,1,9,5,5,20"
"23091A3264,Stephen Dunn,DS,2,65.6,11,4,5,5,2,17,1,3,4"
"21091A0785,Dana Blackburn,Mech,4,61.58,23,2,3,2,5,23,4,4,19"
"24091A0226,Michelle Henderson,EEE,1,63.56,12,1,6,4,3,12,2,0,15"
"23091A3399,David Arnold,AIML,2,34.24,16,5,10,1,1,28,5,5,19"
"23091A058,Jennifer Smith,CSE,2,22.47,12,7,6,4,3,19,5,10,28"
"21091A3435,Joshua Fields,Business Systems,4,90.36,27,8,1,4,5,0,1,0,1"
"21091A0149,Julian Kirk,Civil,4,10.9,0,1,4,5,5,23,4,8,25"
"21091A0267,Mr. Aaron Baker,EEE,4,97.79,11,6,3,5,1,19,2,6,8"
"21091A3335,Lori Smith,AIML,4,84.94,29,1,1,4,0,23,3,8,19"
"22091A0586,David Ewing,CSE,3,66.92,5,7,0,2,4,11,2,1,4"
"24091A3476,Angela Quinn DDS,Business Systems,1,53.91,19,0,10,0,4,22,1,1,0"
"23091A0179,Deborah Adams,Civil,2,32.93,10,0,5,0,2,16,4,8,7"
"21091A3450,Jerry Collins,Business Systems,4,60.68,13,8,4,4,1,5,1,5,13"
"22091A0527,Sharon Rodriguez,CSE,3,86.66,28,7,1,1,2,28,3,5,13"
"21091A3354,Susan Mendez,AIML,4,61.61,18,6,0,5,1,7,4,0,6"
"21091A0719,Dakota Sanders,Mech,4,97.22,30,2,5,2,3,4,4,5,6"
"21091A0720,Roberto Rogers,Mech,4,83.98,21,7,4,1,4,0,2,10,14"
"22091A0769,Jill James,Mech,3,15.43,23,10,3,0,2,27,2,8,1"
"24091A3496,Robert Smith,Business Systems,1,43.44,12,8,5,4,5,27,3,5,14"
"24091A3377,Patricia Whitehead,AIML,1,94.81,11,8,4,3,5,4,5,10,4"
"22091A3325,Amy Campos,AIML,3,89.85,5,2,3,1,3,9,3,0,1"
"22091A3443,David Martinez,Business Systems,3,1.04,0,3,3,1,0,19,5,8,5"
"24091A0786,Julian Kramer,Mech,1,51.74,4,0,8,2,5,17,3,2,23"
"22091A059,Jason Acevedo,CSE,3,51.12,4,9,5,4,4,14,2,8,12"
"24091A0257,Brian Haynes,EEE,1,21.7,18,6,8,0,5,20,2,9,22"
"21091A3482,Timothy Pham,Business Systems,4,10.18,9,8,3,2,1,10,4,3,13"
"23091A3482,Andrew Wang,Business Systems,2,49.62,28,8,4,2,1,24,5,8,18"
"24091A3486,Carrie Wilkerson,Business Systems,1,10.14,24,9,4,2,5,23,5,6,26"
"23091A3416,Matthew Morrow,Business Systems,2,95.55,23,10,8,5,2,12,5,0,20"
"24091A0578,David Vincent,CSE,1,29.59,13,7,2,0,0,9,5,4,27"
"22091A0157,Robert Miller,Civil,3,70.92,15,7,5,1,5,9,5,5,4"
"23091A3482,James Cook,Business Systems,2,64.62,23,1,6,5,4,24,1,7,11"
"21091A0578,Danielle Bradshaw,CSE,4,91.36,3,2,10,2,0,18,2,10,1"
"24091A3264,Tanner Brown,DS,1,88.39,20,9,4,5,3,5,4,6,27"
"24091A3330,Shannon Molina,AIML,1,11.74,24,1,2,4,5,28,4,8,1"
"21091A058,Eric Barker MD,CSE,4,71.13,19,5,0,5,3,14,5,7,14"
"23091A0577,Lori Mcdowell,CSE,2,48.92,22,4,5,3,4,0,3,6,0"
"23091A3250,Angela Davis DVM,DS,2,69.24,24,8,3,3,5,18,5,8,22"
"21091A3229,Joshua Smith,DS,4,31.13,13,3,10,2,0,28,4,0,16"
"22091A0245,Gordon Osborn,EEE,3,16.7,21,9,0,3,5,12,5,1,18"
"21091A0724,Crystal Austin,Mech,4,56.25,4,10,0,0,1,8,1,2,27"
"21091A3273,Jason Klein,DS,4,82.45,5,7,2,1,4,30,1,1,8"
"21091A3482,Jeffrey Wood,Business Systems,4,19.54,15,9,7,5,2,30,5,10,1"
"23091A3287,John Bennett,DS,2,78.87,9,3,5,3,4,28,1,8,14"
"24091A3437,Crystal Oneal,Business Systems,1,42.07,27,4,5,3,1,20,5,2,30"
"23091A0165,Jason Barton,Civil,2,20.59,17,8,4,3,1,0,1,0,1"
"21091A329,Hannah Delgado,DS,4,56.28,24,7,6,1,0,24,2,9,21"
"24091A0119,Kathleen Conrad,Civil,1,37.65,11,3,7,5,4,27,2,4,16"
"23091A3477,Adam Price,Business Systems,2,14.77,25,7,2,5,4,23,2,3,27"
"22091A0176,Jessica Andrews,Civil,3,40.23,9,7,2,2,0,3,1,5,21"
"21091A3421,Kenneth Gutierrez,Business Systems,4,66.04,19,5,3,1,2,15,3,1,13"
"24091A0511,Ronald Powers,CSE,1,63.52,7,0,2,2,3,29,1,8,10"
"21091A324,Nicole Brewer,DS,4,80.74,18,2,4,3,3,8,1,2,4"
"22091A345,Kara Gutierrez,Business Systems,3,23.06,0,4,10,0,2,30,1,9,10"
"22091A3338,Taylor Meyer,AIML,3,6.87,19,4,9,2,0,16,3,3,25"
"23091A324,Emily Young,DS,2,7.5,7,4,1,2,5,22,5,4,5"
"22091A3470,Micheal Cross,Business Systems,3,22.11,23,10,6,2,1,4,2,7,20"
"21091A0536,Gary Scott,CSE,4,22.99,21,3,7,0,0,12,3,3,14"
"23091A3470,Jack Nelson,Business Systems,2,0.96,16,1,6,1,3,16,2,8,13"
"23091A336,Rachel Martin,AIML,2,80.38,27,10,9,2,0,28,3,4,30"
"21091A0226,Johnny Hays,EEE,4,92.03,19,1,0,5,0,2,1,1,20"
"22091A3290,Steven Riggs,DS,3,75.52,23,5,6,0,0,9,2,10,14"
"23091A3477,Collin Perez,Business Systems,2,2.0,0,9,1,5,1,22,4,6,5"
"24091A0276,Sally Gonzales,EEE,1,67.78,28,3,4,2,3,20,4,1,4"
"23091A3466,Brandon Smith,Business Systems,2,62.28,21,1,0,1,5,26,4,6,8"
"22091A3242,Tiffany Oconnor,DS,3,99.84,15,4,0,0,2,25,4,0,26"
"22091A0261,Jason Munoz,EEE,3,46.28,7,9,0,2,1,30,5,2,21"
"24091A0147,Jacqueline Graves,Civil,1,24.34,14,2,6,1,5,4,2,9,24"
"24091A3481,David Spencer,Business Systems,1,46.97,21,10,6,3,1,6,3,10,20"
"24091A0555,Jessica Potter,CSE,1,79.57,3,10,10,3,5,21,3,4,25"
"24091A3267,Erica Pena,DS,1,4.17,2,8,7,2,1,6,4,1,18"
"24091A0541,Jessica Hernandez,CSE,1,21.83,6,8,3,1,0,1,2,0,17"
"24091A0218,James Carter,EEE,1,93.13,19,0,7,5,0,22,1,2,18"
"24091A0250,Jessica Martin PhD,EEE,1,71.62,2,2,4,0,1,6,4,8,13"
"23091A0778,Christina Gomez,Mech,2,79.08,1,7,8,5,4,24,4,10,21"
"21091A0744,Ashley Strong,Mech,4,31.28,15,8,7,1,1,26,5,9,11"
"21091A3320,Teresa Bailey,AIML,4,49.93,11,3,3,4,4,16,4,10,14"
"21091A3450,Michael Kelly,Business Systems,4,37.95,12,1,4,5,3,2,5,3,3"
"23091A0157,Cindy Ross DVM,Civil,2,69.81,12,10,10,5,2,5,1,3,26"
"24091A3471,Jocelyn Brown,Business Systems,1,22.69,6,2,7,2,3,27,2,5,20"
"24091A0218,Kimberly Norton,EEE,1,84.08,1,7,2,2,3,12,4,5,24"
"22091A3388,Tyler Wade,AIML,3,14.84,15,8,3,3,0,12,3,8,7"
"24091A0136,Lisa Robinson,Civil,1,54.34,25,8,0,0,4,14,5,1,24"
"23091A0563,David Graves,CSE,2,7.66,23,8,0,3,5,22,4,5,21"
"21091A3318,Derek Clark,AIML,4,2.47,4,1,7,4,2,3,1,8,20"
"21091A0278,Jeffrey Harrison,EEE,4,70.04,23,3,3,0,2,23,5,4,28"
"22091A3419,Brittney Kirk,Business Systems,3,64.78,19,7,10,1,5,22,4,8,16"
"24091A0259,Jason Wilson,EEE,1,2.66,12,3,7,4,4,27,5,5,20"
"22091A3365,Corey Marshall,AIML,3,92.49,16,6,6,0,1,3,2,7,3"
"24091A0189,Victoria Bailey,Civil,1,21.31,25,0,8,5,1,28,5,1,22"
"23091A3299,Jeffery Anderson,DS,2,75.67,20,3,7,5,3,17,3,10,27"
"24091A0594,Elijah Guerra,CSE,1,33.28,4,8,10,5,0,9,3,10,5"
"22091A0796,Steven Wood,Mech,3,51.62,24,2,6,2,1,23,4,0,2"
"22091A0137,Michael Hernandez,Civil,3,4.77,23,7,0,1,5,14,3,4,22"
"21091A3370,Katie Lara,AIML,4,36.46,16,9,8,3,3,17,4,2,16"
"24091A028,Charles Andrews,EEE,1,85.66,18,1,9,3,3,16,5,10,5"
"21091A328,Lawrence Romero,DS,4,48.15,27,2,8,5,4,11,2,9,8"
"22091A336,Alexandra Williams,AIML,3,45.31,12,8,0,2,3,0,4,6,21"
"23091A0133,Raymond Rodriguez,Civil,2,46.56,30,10,8,1,3,27,1,8,6"
"24091A3428,Lauren Davis,Business Systems,1,44.94,21,0,6,5,5,24,3,0,22"
"21091A3321,Raymond Hernandez,AIML,4,20.46,6,2,7,5,5,7,3,4,10"
"24091A3259,Elizabeth Glenn,DS,1,4.57,14,8,7,2,5,22,4,10,9"
"21091A0217,Wendy Ortiz,EEE,4,61.04,0,4,8,3,0,14,2,7,5"
"23091A0737,Sarah Wolfe,Mech,2,54.43,20,4,2,5,0,29,5,9,25"
"21091A3483,Elizabeth Patel,Business Systems,4,19.58,7,9,1,1,5,13,4,7,29"
"23091A0191,John Macias,Civil,2,49.52,24,7,7,0,0,15,4,5,8"
"22091A078,William Lopez,Mech,3,85.63,16,8,4,3,5,16,5,10,30"
"22091A0724,David Chen,Mech,3,52.62,17,8,4,2,3,3,3,1,22"
"24091A0156,Susan Cole,Civil,1,72.92,0,10,7,4,4,22,5,8,16"
"24091A0122,Willie Gonzalez,Civil,1,75.61,28,7,10,5,4,6,3,2,19"
"23091A3319,Robert Riggs,AIML,2,4.33,24,4,3,2,3,21,4,6,7"
"22091A3388,Jordan Stone,AIML,3,3.6,15,3,6,3,0,26,4,5,16"
"21091A3412,Stephen Brown,Business Systems,4,59.26,29,0,1,1,2,19,4,7,24"
"22091A3422,Sonya Steele,Business Systems,3,74.26,10,10,7,4,1,19,4,0,6"
"23091A0774,Daniel Bishop,Mech,2,23.31,11,6,7,0,0,29,3,6,17"
"22091A3290,William Green,DS,3,18.44,23,6,3,0,1,27,2,10,2"
"23091A0259,Tammy Parker,EEE,2,95.6,15,7,4,1,3,29,4,7,27"
"22091A059,Brandi Wood,CSE,3,66.66,17,8,2,3,1,4,5,6,15"
"21091A0120,Kim Clark,Civil,4,14.68,11,10,5,5,3,12,4,5,24"
"21091A3456,Alexis Bridges,Business Systems,4,11.05,28,6,9,1,5,9,1,3,28"
"22091A0780,David Miller,Mech,3,62.63,12,8,2,0,0,17,5,9,11"
"23091A3420,John Smith,Business Systems,2,4.75,28,3,5,1,0,30,1,7,27"
"22091A3284,James Walton,DS,3,52.52,5,2,0,3,1,20,3,6,2"
"22091A3271,Rachael Moore,DS,3,21.49,9,10,8,0,4,2,3,8,14"
"24091A3473,Kayla Jensen,Business Systems,1,0.25,3,0,8,3,2,29,4,7,16"
"23091A0534,Rhonda Perez,CSE,2,33.81,25,4,6,5,4,17,2,0,28"
"23091A3225,Angela Hall,DS,2,24.6,28,5,1,2,1,1,3,1,3"
"22091A029,Jesse Cole,EEE,3,25.82,9,9,7,2,3,24,5,5,7"
"24091A0721,Bobby Henderson,Mech,1,93.99,12,7,0,4,2,4,1,10,19"
"24091A3349,Trevor Coffey,AIML,1,35.16,27,2,5,0,2,10,1,4,5"
"21091A3375,Jeffrey Smith,AIML,4,1.09,4,8,3,0,1,16,2,10,18"
"23091A3249,Kimberly Hudson,DS,2,78.14,14,0,9,5,5,7,4,0,13"
"23091A3286,Xavier Ferrell,DS,2,72.62,4,7,9,5,5,1,4,5,7"
"24091A0750,Michael Simon,Mech,1,81.57,9,9,5,5,3,8,2,3,17"
"24091A3249,Adam White,DS,1,58.39,11,7,8,0,3,14,3,1,13"
"21091A3222,Melissa Kim,DS,4,67.88,12,5,4,3,2,8,2,2,3"
"21091A3385,Rebecca Dorsey,AIML,4,33.1,7,8,1,4,3,7,3,6,14"
"22091A3426,Ryan King,Business Systems,3,6.62,29,8,0,5,0,30,1,8,19"
"22091A0292,Deanna Snyder,EEE,3,81.89,30,7,1,5,1,30,1,8,20"
"24091A3383,Melanie Lopez,AIML,1,92.66,5,8,5,1,3,21,1,2,30"
"21091A071,Matthew Padilla,Mech,4,2.12,17,8,0,4,2,25,4,4,25"
"21091A0736,Nicholas Hernandez,Mech,4,78.53,7,0,1,4,5,16,1,3,10"
"24091A0594,Benjamin Marshall,CSE,1,46.97,0,9,7,0,1,23,1,4,18"
"21091A0169,Michelle Jones,Civil,4,15.06,16,1,9,2,4,6,5,0,8"
"23091A3456,Pamela Johnson,Business Systems,2,34.05,26,5,3,5,0,12,2,0,8"
"23091A0179,Peter Gonzales,Civil,2,44.26,10,1,10,1,5,13,2,10,2"
"21091A0224,Bonnie Nguyen,EEE,4,89.28,17,2,5,4,3,1,5,7,30"
"21091A0260,Marcia Abbott,EEE,4,57.8,8,9,9,5,5,30,4,0,7"
"21091A0165,Justin Flores,Civil,4,43.53,10,4,5,3,1,6,4,6,6"
"21091A3312,Jason Mcdowell,AIML,4,36.73,28,6,7,5,2,10,3,3,2"
"24091A0583,Carrie Cardenas,CSE,1,0.17,25,0,0,5,1,21,1,0,3"
"21091A0749,Leah Wilkins,Mech,4,52.68,2,4,3,5,0,28,2,10,30"
"21091A3314,Jennifer Pacheco,AIML,4,63.54,19,5,2,2,5,18,5,1,4"
"24091A0181,John Johnson,Civil,1,50.68,3,5,0,5,1,14,2,4,20"
"23091A0511,Cindy Oliver,CSE,2,26.8,28,4,8,4,1,26,4,7,21"
"21091A0132,Erica Smith,Civil,4,13.23,27,4,5,5,5,28,5,1,14"
"23091A0792,John Long,Mech,2,68.81,12,10,5,5,3,25,4,9,19"
"23091A0768,Jessica Moreno,Mech,2,34.42,0,10,3,5,3,23,1,6,1"
"24091A336,Michelle Thomas,AIML,1,57.68,5,8,8,5,3,19,5,4,16"
"21091A0119,Kimberly Choi,Civil,4,43.15,15,5,10,2,5,27,2,8,6"
"23091A029,Jesse Dougherty,EEE,2,15.77,0,0,3,2,5,1,3,8,4"
"23091A0155,Daniel Leonard,Civil,2,55.75,16,3,10,1,0,14,5,8,9"
"22091A329,Kevin Smith,DS,3,31.08,12,0,3,0,3,22,1,5,24"
"24091A0517,Bryan Stevens,CSE,1,58.31,28,7,7,1,2,4,3,0,7"
"22091A0568,Lauren Schultz,CSE,3,62.21,25,5,8,2,3,25,4,6,28"
"22091A0246,Taylor Alexander,EEE,3,14.32,11,6,2,0,2,21,1,6,22"
"24091A3399,Christian Boyd,AIML,1,41.94,11,9,7,5,1,0,5,9,14"
"21091A0534,James Lamb,CSE,4,64.9,22,0,0,3,0,2,3,3,18"
"23091A0752,Frank Webb,Mech,2,9.78,24,0,5,2,0,28,5,5,23"
"24091A0740,Alec Walker,Mech,1,28.73,1,5,0,0,5,1,4,5,24"
"21091A3471,Christina Morgan,Business Systems,4,0.67,5,2,9,2,3,5,2,3,27"
"24091A0753,Danielle Green,Mech,1,31.31,30,10,9,4,1,3,3,7,27"
"21091A0270,Andrew Zimmerman,EEE,4,26.8,5,3,5,1,3,28,5,5,5"
"24091A3336,Dominique Castillo,AIML,1,16.5,29,0,10,1,3,20,3,6,6"
"21091A3342,Jared Hall,AIML,4,89.79,27,10,10,0,5,23,4,9,24"
"22091A0281,Nicholas Mathews,EEE,3,40.71,10,6,4,3,3,26,3,2,12"
"21091A3340,Robert Nguyen,AIML,4,22.03,21,2,10,1,0,5,2,2,16"
"22091A3347,Candice Sullivan,AIML,3,73.34,2,1,4,5,1,1,5,1,1"
"22091A0158,Amy Harmon,Civil,3,70.58,13,0,5,0,0,23,1,3,14"
"21091A0517,Stacey Anderson,CSE,4,99.36,18,2,9,1,4,19,2,4,3"
"24091A3287,Nathan Lucas,DS,1,35.51,12,5,7,2,5,17,4,2,0"
"24091A0231,Sharon Knight,EEE,1,50.88,5,9,4,4,1,4,4,9,1"
"22091A3333,Karina Dudley,AIML,3,56.96,14,7,2,2,5,25,2,6,24"
"23091A029,Pamela Barnes,EEE,2,35.81,10,10,2,1,5,14,1,1,1"
"24091A3292,Lisa Thomas,DS,1,22.42,24,3,1,5,3,27,5,3,30"
"22091A0798,Jose Collins,Mech,3,68.68,25,10,4,0,3,17,3,5,18"
"24091A0743,Stacie Smith,Mech,1,8.25,16,7,0,5,2,21,4,5,19"
"24091A0111,Daniel Williams,Civil,1,4.09,12,1,6,0,3,4,5,5,5"
"22091A0124,Laura Owens,Civil,3,77.72,16,8,2,2,4,6,5,2,16"
"23091A348,Daniel Clark,Business Systems,2,72.93,28,1,2,2,2,4,4,6,6"
"22091A3318,Ronald Diaz,AIML,3,10.34,7,1,5,5,5,14,4,6,1"
"23091A3299,Karen Pope,DS,2,4.24,13,5,3,1,2,0,5,6,15"
"21091A3489,Anna Stevens,Business Systems,4,57.69,5,7,0,1,2,28,1,7,15"
"22091A3352,Dalton Wheeler,AIML,3,13.35,13,3,1,3,2,4,3,0,10"
"21091A017,Jason Perez,Civil,4,48.18,3,9,3,2,2,14,2,5,19"
"22091A0712,Donna Brown,Mech,3,65.22,17,0,9,5,3,11,5,8,15"
"22091A0298,Kenneth Wall,EEE,3,15.18,8,4,0,5,3,9,5,2,26"
"21091A0115,Anthony Aguirre DVM,Civil,4,90.47,0,9,1,2,4,6,5,5,1"
"24091A0759,Jennifer Alexander,Mech,1,72.31,17,0,6,1,5,10,2,7,21"
"22091A3282,Michael Smith,DS,3,61.42,27,10,1,2,4,4,2,6,2"
"24091A0269,Tracy Brown,EEE,1,48.02,11,0,10,3,1,2,2,3,21"
"24091A3421,Michael Hayes,Business Systems,1,40.28,17,7,6,4,3,6,3,8,24"
"22091A3379,Hannah Carroll,AIML,3,26.15,4,1,2,0,1,19,2,8,25"
"22091A341,Charles Bowman,Business Systems,3,25.93,2,7,9,2,2,2,3,7,10"
"22091A0788,Gerald Ramsey,Mech,3,9.04,30,4,6,0,3,13,4,10,5"
"23091A3350,Scott Moreno,AIML,2,92.81,10,10,7,2,5,26,4,4,24"
"21091A3398,Linda Cohen,AIML,4,34.64,9,4,3,0,1,1,2,10,15"
"24091A0276,Lisa Ayala,EEE,1,13.06,8,9,9,3,0,14,3,6,3"
"21091A3252,Teresa Washington,DS,4,45.79,29,1,5,4,2,15,4,4,11"
"23091A3435,David Cameron,Business Systems,2,52.46,17,7,9,4,5,22,5,7,9"
"21091A3440,Lindsay Hawkins,Business Systems,4,22.85,1,6,4,4,0,20,1,7,18"
"24091A0180,Kevin Barker,Civil,1,93.43,22,6,1,5,2,12,5,5,5"
"21091A0123,Jessica Long,Civil,4,56.27,0,10,9,2,5,29,1,1,3"
"24091A3440,Jeffery White,Business Systems,1,71.25,4,2,7,1,5,8,2,3,27"
"21091A0764,Charles Griffin,Mech,4,30.53,26,3,7,3,3,10,2,7,25"
"24091A0799,Jill Perez,Mech,1,95.75,13,3,10,5,1,25,4,2,19"
"24091A0229,William Hart,EEE,1,59.96,22,10,1,5,2,8,1,9,24"
"22091A3475,Robert Stafford,Business Systems,3,10.6,1,9,2,4,5,12,5,9,22"
"21091A0232,Victoria Ellis,EEE,4,18.33,19,2,4,1,3,30,1,6,2"
"24091A3354,Martha Cox,AIML,1,76.04,5,5,0,0,0,17,2,5,29"
"23091A3274,Michelle Graham,DS,2,21.49,17,1,2,1,3,13,4,0,9"
"22091A0549,Brian Molina,CSE,3,86.62,23,9,2,0,5,22,4,6,3"
"21091A3422,James Thomas,Business Systems,4,88.41,17,6,2,0,0,13,1,8,16"
"22091A0117,Angelica Thompson,Civil,3,41.9,15,5,8,3,2,0,3,0,28"
"21091A3447,Tara Moreno,Business Systems,4,75.32,5,7,8,0,4,0,4,10,26"
"24091A0736,Karen Kaufman,Mech,1,8.8,26,3,5,0,4,19,4,2,26"
"21091A0592,Robert Smith,CSE,4,90.61,14,2,3,0,3,4,3,6,22"
"21091A0537,George Arroyo,CSE,4,56.27,29,6,0,3,1,5,2,6,23"
"23091A3218,Michael Williams,DS,2,62.49,11,4,8,2,0,26,1,5,26"
"23091A0260,Donna Griffin,EEE,2,83.29,18,7,10,2,2,7,1,7,30"
"21091A3459,Austin Allen,Business Systems,4,12.95,20,0,7,4,5,22,1,8,6"
"23091A0261,Joseph Hanson,EEE,2,5.85,11,8,6,3,3,15,1,4,26"
"24091A0557,Thomas Cannon,CSE,1,16.42,4,9,4,2,0,29,1,4,27"
"24091A074,Edward Jimenez,Mech,1,42.13,21,4,7,0,5,17,2,1,13"
"24091A3444,Christina Peterson,Business Systems,1,41.74,30,6,2,3,1,18,5,10,29"
"21091A0114,Rodney Fleming,Civil,4,62.6,21,8,4,4,5,1,1,6,20"
"23091A0733,Ann Chang,Mech,2,77.61,23,10,9,5,1,4,3,5,7"
"23091A3344,Andrea Wells,AIML,2,29.56,10,6,4,2,1,15,3,0,0"
"24091A3454,Nicholas Wilson,Business Systems,1,15.44,0,5,2,3,3,12,3,4,17"
"21091A0581,Tina Rios,CSE,4,73.12,1,5,8,0,0,3,5,1,27"
"23091A0730,Lisa Smith,Mech,2,66.96,15,6,6,2,5,23,3,2,0"
"22091A0523,Larry Gray,CSE,3,53.6,23,8,5,3,3,2,2,4,28"
"23091A336,Jason Henry,AIML,2,42.0,14,2,8,4,3,15,3,4,20"
"22091A3477,Jessica Baker,Business Systems,3,57.24,3,10,3,1,1,30,4,1,26"
"21091A347,Jasmine Wood,Business Systems,4,66.98,7,6,8,4,2,8,3,9,25"
"24091A3317,Kevin Williams,AIML,1,22.36,17,1,10,5,3,14,3,6,30"
"23091A3483,Jacob Lee,Business Systems,2,95.61,18,3,9,2,4,21,2,6,2"
"22091A3241,Bernard Beard,DS,3,93.01,17,2,8,3,4,23,1,1,26"
"24091A3314,Dana Flowers,AIML,1,32.69,27,10,1,1,4,0,1,5,2"
"22091A0543,Laura Jones,CSE,3,56.89,0,1,5,4,3,0,3,8,29"
"22091A0721,Randy Newman,Mech,3,94.82,30,1,3,0,2,10,4,3,14"
"22091A3422,Collin Jones,Business Systems,3,27.89,12,8,1,0,0,15,3,7,19"
"23091A3221,Bryce White,DS,2,92.9,15,3,4,2,0,29,2,8,29"
"21091A0755,Douglas Salazar,Mech,4,22.58,16,4,2,3,0,30,3,10,9"
"23091A3418,Henry Oneill,Business Systems,2,62.2,30,5,0,4,2,25,5,9,22"
"22091A0111,Kristine Edwards,Civil,3,41.67,4,8,3,2,5,15,5,5,18"
"21091A3390,Sherri Garner,AIML,4,72.73,17,7,6,0,0,5,3,5,25"
"24091A0276,Melissa Salinas,EEE,1,6.79,21,6,5,2,3,27,1,9,19"
"23091A348,Julie Copeland,Business Systems,2,11.37,7,10,7,3,0,29,4,4,16"
"22091A0516,Matthew Huerta,CSE,3,94.84,3,6,4,0,5,1,2,9,10"
"21091A0523,Gwendolyn Campbell,CSE,4,62.58,11,9,8,1,0,26,1,7,7"
"23091A3351,Bryan Hunter,AIML,2,33.05,28,0,4,1,5,28,3,5,9"
"21091A3478,Becky Harris,Business Systems,4,76.75,12,0,7,0,3,8,4,2,6"
"21091A3448,Victoria Flores,Business Systems,4,36.14,24,8,1,4,1,14,5,6,22"
"23091A0592,Kenneth Hinton,CSE,2,98.48,17,2,9,1,0,1,3,10,19"
"22091A0286,Mrs. Elizabeth Robinson,EEE,3,86.98,26,0,10,4,4,5,4,0,4"
"21091A3427,Kelly Brown,Business Systems,4,26.8,12,9,10,3,2,12,5,1,15"
"23091A0723,Heather Mata,Mech,2,99.14,17,1,5,4,3,19,4,6,13"
"23091A0141,Brandon Matthews,Civil,2,71.03,12,8,6,2,3,11,5,2,13"
"22091A0788,Tami Garcia,Mech,3,14.63,17,0,3,5,5,4,1,0,13"
"23091A0514,Michael Nelson,CSE,2,97.3,15,0,3,0,5,17,2,8,21"
"22091A3310,Donna Williams,AIML,3,35.65,1,2,7,2,1,18,4,0,13"
"21091A3413,Christopher Cantrell,Business Systems,4,79.82,21,1,2,4,4,19,5,0,2"
"21091A0514,Meredith Mcclain,CSE,4,88.82,7,6,8,5,1,18,4,1,24"
"24091A3270,Jared Webb,DS,1,63.43,10,4,5,3,3,11,1,4,27"
"21091A0223,Kelly Knox,EEE,4,54.32,13,4,1,0,4,20,5,1,24"
"24091A3422,Paul Wilkins,Business Systems,1,56.6,19,3,3,2,0,19,3,2,23"
"23091A3317,Courtney Hernandez,AIML,2,79.37,21,3,10,4,0,2,4,2,8"
"22091A0585,Eric Hammond,CSE,3,1.98,6,9,5,3,4,14,5,3,10"
"23091A3238,James Griffin,DS,2,48.3,26,1,0,5,1,23,2,1,13"
"24091A3439,Jill English,Business Systems,1,78.62,11,0,8,2,3,24,4,4,9"
"23091A0237,Diana Alvarado,EEE,2,31.39,24,10,6,2,4,9,2,0,18"
"22091A3257,Willie Ortega,DS,3,18.57,19,2,3,3,4,9,5,8,5"
"23091A0557,Lauren Ellis MD,CSE,2,90.14,3,5,2,1,3,10,2,10,1"
"24091A0124,Richard Rodriguez MD,Civil,1,23.8,20,6,9,0,3,25,3,7,21"
"23091A3219,Marcus Weber,DS,2,2.61,25,2,4,1,3,21,5,7,19"
"24091A0188,Mackenzie Mcintosh,Civil,1,9.64,24,4,2,3,0,7,3,3,0"
"22091A3328,Lisa Love,AIML,3,12.08,26,6,1,0,5,22,2,6,1"
"21091A0196,Jeffrey Neal,Civil,4,74.49,0,9,3,5,1,28,5,8,11"
"21091A3363,Sandra Sullivan,AIML,4,61.05,4,5,0,1,3,29,3,3,22"
"21091A0285,David Perkins,EEE,4,27.08,14,6,10,5,5,12,2,7,30"
"23091A0147,Gregory Ferrell,Civil,2,94.36,4,7,6,2,1,13,2,3,21"
"21091A0788,Jennifer Bowers,Mech,4,50.94,22,0,8,3,4,9,2,8,7"
"22091A0531,Dustin May,CSE,3,80.65,0,1,7,2,4,15,2,9,19"
"22091A0156,Lindsey Freeman,Civil,3,72.76,23,5,10,1,4,8,1,10,20"
"22091A3254,Ashley Moore,DS,3,36.35,21,0,7,2,3,1,5,0,18"
"24091A0531,David Coleman PhD,CSE,1,32.69,15,0,4,3,0,29,5,9,16"
"22091A3359,Suzanne Moyer,AIML,3,89.0,7,9,8,0,2,8,2,9,2"
"24091A3396,Hunter Ramirez,AIML,1,64.41,23,1,2,2,0,28,2,5,22"
"24091A0225,Cesar Brooks,EEE,1,44.93,15,6,1,4,1,24,1,2,9"
"23091A0272,Frederick Davis,EEE,2,98.14,17,2,1,4,5,4,5,5,30"
"23091A3442,David Lindsey,Business Systems,2,17.15,10,0,0,1,4,3,5,5,7"
"24091A3477,Robert Miller,Business Systems,1,10.3,15,3,6,3,4,11,2,4,23"
"24091A018,Chad Davidson,Civil,1,30.57,2,6,6,3,0,25,4,9,28"
"21091A0795,Albert Keller,Mech,4,40.2,7,6,3,2,1,17,4,1,28"
"22091A0792,Ryan Warren,Mech,3,20.92,12,7,8,3,3,17,4,6,9"
"24091A0516,Martin Stephens,CSE,1,7.38,2,9,8,5,2,23,5,5,1"
"23091A3283,Brian Hardy,DS,2,41.57,3,3,6,3,3,21,2,8,29"
